"date","aqi","category","aqi_category"
2017-06-09,130,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-06-10,107,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-06-11,56,"Moderate","Moderate"
2017-06-12,33,"Good","Good"
2017-06-13,97,"Moderate","Moderate"
2017-06-14,103,"Moderate","Unhealthy for Sensitive Groups"
2017-06-15,81,"Moderate","Moderate"
2017-06-16,65,"Moderate","Moderate"
2017-06-17,104,"Moderate","Unhealthy for Sensitive Groups"
2017-06-18,105,"Moderate","Unhealthy for Sensitive Groups"
2017-06-19,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-06-20,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-06-21,122,"Unhealthy","Unhealthy for Sensitive Groups"
2017-06-22,102,"Moderate","Unhealthy for Sensitive Groups"
2017-06-23,90,"Moderate","Moderate"
2017-06-24,75,"Moderate","Moderate"
2017-06-25,43,"Good","Good"
2017-06-26,32,"Good","Good"
2017-06-27,35,"Good","Good"
2017-06-28,45,"Good","Good"
2017-06-29,52,"Moderate","Moderate"
2017-06-30,60,"Moderate","Moderate"
2017-07-01,56,"Moderate","Moderate"
2017-07-02,58,"Moderate","Moderate"
2017-07-03,94,"Moderate","Moderate"
2017-07-04,108,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-07-05,85,"Moderate","Moderate"
2017-07-06,88,"Moderate","Moderate"
2017-07-07,97,"Moderate","Moderate"
2017-07-08,100,"Moderate","Moderate"
2017-07-09,82,"Moderate","Moderate"
2017-07-10,93,"Moderate","Moderate"
2017-07-11,99,"Moderate","Moderate"
2017-07-12,93,"Moderate","Moderate"
2017-07-13,83,"Moderate","Moderate"
2017-07-14,75,"Moderate","Moderate"
2017-07-15,89,"Moderate","Moderate"
2017-07-16,92,"Moderate","Moderate"
2017-07-17,81,"Moderate","Moderate"
2017-07-18,81,"Moderate","Moderate"
2017-07-19,51,"Good","Moderate"
2017-07-20,71,"Moderate","Moderate"
2017-07-21,62,"Moderate","Moderate"
2017-07-22,61,"Moderate","Moderate"
2017-07-23,65,"Moderate","Moderate"
2017-07-24,68,"Moderate","Moderate"
2017-07-25,95,"Moderate","Moderate"
2017-07-26,89,"Moderate","Moderate"
2017-07-27,101,"Moderate","Unhealthy for Sensitive Groups"
2017-07-28,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-07-29,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-07-30,139,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-07-31,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-01,106,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-02,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-03,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-04,104,"Moderate","Unhealthy for Sensitive Groups"
2017-08-05,73,"Moderate","Moderate"
2017-08-06,105,"Moderate","Unhealthy for Sensitive Groups"
2017-08-07,85,"Moderate","Moderate"
2017-08-08,106,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-09,90,"Moderate","Moderate"
2017-08-10,77,"Moderate","Moderate"
2017-08-11,97,"Moderate","Moderate"
2017-08-12,85,"Moderate","Moderate"
2017-08-13,100,"Moderate","Moderate"
2017-08-14,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-15,111,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-16,148,"Unhealthy","Unhealthy for Sensitive Groups"
2017-08-17,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-18,83,"Moderate","Moderate"
2017-08-19,68,"Moderate","Moderate"
2017-08-20,84,"Moderate","Moderate"
2017-08-21,112,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-08-22,107,"Moderate","Unhealthy for Sensitive Groups"
2017-08-23,78,"Moderate","Moderate"
2017-08-24,79,"Moderate","Moderate"
2017-08-25,84,"Moderate","Moderate"
2017-08-26,74,"Moderate","Moderate"
2017-08-27,65,"Moderate","Moderate"
2017-08-28,69,"Moderate","Moderate"
2017-08-29,84,"Moderate","Moderate"
2017-08-30,80,"Moderate","Moderate"
2017-08-31,86,"Moderate","Moderate"
2017-09-01,65,"Moderate","Moderate"
2017-09-02,70,"Moderate","Moderate"
2017-09-03,78,"Moderate","Moderate"
2017-09-04,85,"Moderate","Moderate"
2017-09-05,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-09-06,141,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-09-07,96,"Moderate","Moderate"
2017-09-08,74,"Moderate","Moderate"
2017-09-09,63,"Moderate","Moderate"
2017-09-10,73,"Moderate","Moderate"
2017-09-11,128,"Unhealthy","Unhealthy for Sensitive Groups"
2017-09-12,100,"Moderate","Moderate"
2017-09-13,121,"Moderate","Unhealthy for Sensitive Groups"
2017-09-14,99,"Moderate","Moderate"
2017-09-15,132,"Unhealthy","Unhealthy for Sensitive Groups"
2017-09-16,125,"Unhealthy","Unhealthy for Sensitive Groups"
2017-09-17,118,"Moderate","Unhealthy for Sensitive Groups"
2017-09-18,61,"Moderate","Moderate"
2017-09-19,57,"Moderate","Moderate"
2017-09-20,75,"Moderate","Moderate"
2017-09-21,83,"Moderate","Moderate"
2017-09-22,83,"Moderate","Moderate"
2017-09-23,94,"Moderate","Moderate"
2017-09-24,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-09-25,152,"Unhealthy","Unhealthy"
2017-09-26,163,"Unhealthy","Unhealthy"
2017-09-27,162,"Unhealthy","Unhealthy"
2017-09-28,98,"Moderate","Moderate"
2017-09-29,50,"Good","Good"
2017-09-30,103,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-01,126,"Unhealthy","Unhealthy for Sensitive Groups"
2017-10-02,106,"Moderate","Unhealthy for Sensitive Groups"
2017-10-03,151,"Unhealthy","Unhealthy"
2017-10-04,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-05,125,"Unhealthy","Unhealthy for Sensitive Groups"
2017-10-06,143,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-07,70,"Moderate","Moderate"
2017-10-08,52,"Moderate","Moderate"
2017-10-09,53,"Moderate","Moderate"
2017-10-10,86,"Moderate","Moderate"
2017-10-11,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-12,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-13,76,"Moderate","Moderate"
2017-10-14,63,"Moderate","Moderate"
2017-10-15,134,"Unhealthy","Unhealthy for Sensitive Groups"
2017-10-16,171,"Unhealthy","Unhealthy"
2017-10-17,165,"Unhealthy","Unhealthy"
2017-10-18,115,"Moderate","Unhealthy for Sensitive Groups"
2017-10-19,80,"Moderate","Moderate"
2017-10-20,55,"Moderate","Moderate"
2017-10-21,45,"Good","Good"
2017-10-22,69,"Moderate","Moderate"
2017-10-23,138,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-10-24,157,"Unhealthy","Unhealthy"
2017-10-25,172,"Unhealthy","Unhealthy"
2017-10-26,155,"Unhealthy","Unhealthy"
2017-10-27,170,"Unhealthy","Unhealthy"
2017-10-28,164,"Unhealthy","Unhealthy"
2017-10-29,166,"Unhealthy","Unhealthy"
2017-10-30,145,"Unhealthy","Unhealthy for Sensitive Groups"
2017-10-31,141,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-01,127,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-02,136,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-03,142,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-04,118,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-05,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-11-06,140,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-07,138,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-08,132,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-09,149,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-10,141,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-11,149,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-12,157,"Unhealthy","Unhealthy"
2017-11-13,145,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-14,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-11-15,135,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2017-11-16,85,"Moderate","Moderate"
2017-11-17,86,"Moderate","Moderate"
2017-11-18,122,"Unhealthy","Unhealthy for Sensitive Groups"
2017-11-19,152,"Unhealthy","Unhealthy"
2017-11-20,181,"Unhealthy","Unhealthy"
2017-11-21,210,"Unhealthy","Very Unhealthy"
2017-11-22,182,"Unhealthy","Unhealthy"
2017-11-23,228,"Very Unhealthy","Very Unhealthy"
2017-11-24,206,"Very Unhealthy","Very Unhealthy"
2017-11-25,207,"Very Unhealthy","Very Unhealthy"
2017-11-26,205,"Very Unhealthy","Very Unhealthy"
2017-11-27,193,"Very Unhealthy","Unhealthy"
2017-11-28,291,"Very Unhealthy","Very Unhealthy"
2017-11-29,299,"Hazardous","Very Unhealthy"
2017-11-30,212,"Unhealthy","Very Unhealthy"
2017-12-01,195,"Very Unhealthy","Unhealthy"
2017-12-02,203,"Very Unhealthy","Very Unhealthy"
2017-12-03,169,"Unhealthy","Unhealthy"
2017-12-04,186,"Unhealthy","Unhealthy"
2017-12-05,197,"Very Unhealthy","Unhealthy"
2017-12-06,187,"Unhealthy","Unhealthy"
2017-12-07,187,"Unhealthy","Unhealthy"
2017-12-08,165,"Unhealthy","Unhealthy"
2017-12-09,105,"Unhealthy","Unhealthy for Sensitive Groups"
2017-12-10,51,"Good","Moderate"
2017-12-11,90,"Moderate","Moderate"
2017-12-12,162,"Unhealthy","Unhealthy"
2017-12-13,259,"Hazardous","Very Unhealthy"
2017-12-14,266,"Hazardous","Very Unhealthy"
2017-12-15,219,"Unhealthy","Very Unhealthy"
2017-12-16,205,"Very Unhealthy","Very Unhealthy"
2017-12-17,245,"Very Unhealthy","Very Unhealthy"
2017-12-18,186,"Unhealthy","Unhealthy"
2017-12-19,191,"Unhealthy","Unhealthy"
2017-12-20,211,"Very Unhealthy","Very Unhealthy"
2017-12-21,210,"Very Unhealthy","Very Unhealthy"
2017-12-22,204,"Very Unhealthy","Very Unhealthy"
2017-12-23,215,"Very Unhealthy","Very Unhealthy"
2017-12-24,239,"Very Unhealthy","Very Unhealthy"
2017-12-25,215,"Very Unhealthy","Very Unhealthy"
2017-12-26,214,"Very Unhealthy","Very Unhealthy"
2017-12-27,228,"Very Unhealthy","Very Unhealthy"
2017-12-28,232,"Very Unhealthy","Very Unhealthy"
2017-12-29,224,"Very Unhealthy","Very Unhealthy"
2017-12-30,195,"Unhealthy","Unhealthy"
2017-12-31,204,"Very Unhealthy","Very Unhealthy"
2018-01-01,207,"Very Unhealthy","Very Unhealthy"
2018-01-02,224,"Very Unhealthy","Very Unhealthy"
2018-01-03,204,"Very Unhealthy","Very Unhealthy"
2018-01-04,228,"Very Unhealthy","Very Unhealthy"
2018-01-05,268,"Very Unhealthy","Very Unhealthy"
2018-01-08,247,"Very Unhealthy","Very Unhealthy"
2018-01-09,250,"Very Unhealthy","Very Unhealthy"
2018-01-10,264,"Very Unhealthy","Very Unhealthy"
2018-01-11,308,"Hazardous","Hazardous"
2018-01-12,300,"Hazardous","Very Unhealthy"
2018-01-13,300,"Hazardous","Very Unhealthy"
2018-01-14,334,"Hazardous","Hazardous"
2018-01-15,269,"Very Unhealthy","Very Unhealthy"
2018-01-16,265,"Hazardous","Very Unhealthy"
2018-01-17,272,"Very Unhealthy","Very Unhealthy"
2018-01-18,222,"Very Unhealthy","Very Unhealthy"
2018-01-19,214,"Very Unhealthy","Very Unhealthy"
2018-01-20,213,"Very Unhealthy","Very Unhealthy"
2018-01-21,264,"Hazardous","Very Unhealthy"
2018-01-22,276,"Very Unhealthy","Very Unhealthy"
2018-01-23,254,"Very Unhealthy","Very Unhealthy"
2018-01-24,287,"Hazardous","Very Unhealthy"
2018-01-25,254,"Very Unhealthy","Very Unhealthy"
2018-01-26,190,"Unhealthy","Unhealthy"
2018-01-27,209,"Very Unhealthy","Very Unhealthy"
2018-01-28,227,"Very Unhealthy","Very Unhealthy"
2018-01-29,284,"Hazardous","Very Unhealthy"
2018-01-30,321,"Hazardous","Hazardous"
2018-01-31,265,"Hazardous","Very Unhealthy"
2018-02-01,239,"Very Unhealthy","Very Unhealthy"
2018-02-02,336,"Hazardous","Hazardous"
2018-02-03,327,"Hazardous","Hazardous"
2018-02-04,280,"Hazardous","Very Unhealthy"
2018-02-05,193,"Unhealthy","Unhealthy"
2018-02-06,284,"Hazardous","Very Unhealthy"
2018-02-07,322,"Hazardous","Hazardous"
2018-02-08,181,"Unhealthy","Unhealthy"
2018-02-09,190,"Unhealthy","Unhealthy"
2018-02-10,182,"Unhealthy","Unhealthy"
2018-02-11,179,"Unhealthy","Unhealthy"
2018-02-12,204,"Unhealthy","Very Unhealthy"
2018-02-13,194,"Unhealthy","Unhealthy"
2018-02-14,178,"Unhealthy","Unhealthy"
2018-02-15,191,"Unhealthy","Unhealthy"
2018-02-16,193,"Unhealthy","Unhealthy"
2018-02-17,214,"Very Unhealthy","Very Unhealthy"
2018-02-18,267,"Hazardous","Very Unhealthy"
2018-02-19,223,"Very Unhealthy","Very Unhealthy"
2018-02-20,264,"Very Unhealthy","Very Unhealthy"
2018-02-21,227,"Very Unhealthy","Very Unhealthy"
2018-02-22,224,"Unhealthy","Very Unhealthy"
2018-02-23,216,"Unhealthy","Very Unhealthy"
2018-02-24,184,"Unhealthy","Unhealthy"
2018-02-25,212,"Unhealthy","Very Unhealthy"
2018-02-26,160,"Unhealthy","Unhealthy"
2018-02-27,178,"Unhealthy","Unhealthy"
2018-02-28,174,"Unhealthy","Unhealthy"
2018-03-01,188,"Unhealthy","Unhealthy"
2018-03-02,221,"Very Unhealthy","Very Unhealthy"
2018-03-03,168,"Unhealthy","Unhealthy"
2018-03-04,166,"Unhealthy","Unhealthy"
2018-03-05,160,"Unhealthy","Unhealthy"
2018-03-06,180,"Unhealthy","Unhealthy"
2018-03-07,182,"Unhealthy","Unhealthy"
2018-03-08,175,"Unhealthy","Unhealthy"
2018-03-09,192,"Unhealthy","Unhealthy"
2018-03-10,223,"Unhealthy","Very Unhealthy"
2018-03-11,267,"Unhealthy","Very Unhealthy"
2018-03-12,216,"Unhealthy","Very Unhealthy"
2018-03-13,156,"Unhealthy","Unhealthy"
2018-03-14,189,"Unhealthy","Unhealthy"
2018-03-15,166,"Unhealthy","Unhealthy"
2018-03-16,145,"Unhealthy","Unhealthy for Sensitive Groups"
2018-03-17,168,"Unhealthy","Unhealthy"
2018-03-18,189,"Unhealthy","Unhealthy"
2018-03-19,200,"Unhealthy","Unhealthy"
2018-03-20,178,"Unhealthy","Unhealthy"
2018-03-21,219,"Very Unhealthy","Very Unhealthy"
2018-03-22,218,"Unhealthy","Very Unhealthy"
2018-03-23,193,"Unhealthy","Unhealthy"
2018-03-24,160,"Unhealthy","Unhealthy"
2018-03-25,191,"Unhealthy","Unhealthy"
2018-03-26,174,"Unhealthy","Unhealthy"
2018-03-27,167,"Unhealthy","Unhealthy"
2018-03-28,170,"Unhealthy","Unhealthy"
2018-03-29,154,"Unhealthy","Unhealthy"
2018-03-30,136,"Unhealthy","Unhealthy for Sensitive Groups"
2018-03-31,120,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-01,162,"Unhealthy","Unhealthy"
2018-04-02,159,"Unhealthy","Unhealthy"
2018-04-03,191,"Unhealthy","Unhealthy"
2018-04-04,204,"Unhealthy","Very Unhealthy"
2018-04-05,217,"Unhealthy","Very Unhealthy"
2018-04-06,143,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-07,129,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-08,148,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-09,167,"Unhealthy","Unhealthy"
2018-04-10,143,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-11,168,"Unhealthy","Unhealthy"
2018-04-12,136,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-13,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-14,99,"Moderate","Moderate"
2018-04-15,150,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-16,148,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-17,142,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-18,157,"Unhealthy","Unhealthy"
2018-04-19,112,"Moderate","Unhealthy for Sensitive Groups"
2018-04-20,139,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-21,145,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-22,139,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-23,145,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-24,169,"Unhealthy","Unhealthy"
2018-04-25,128,"Unhealthy","Unhealthy for Sensitive Groups"
2018-04-26,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-27,130,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-04-28,161,"Unhealthy","Unhealthy"
2018-04-29,106,"Moderate","Unhealthy for Sensitive Groups"
2018-04-30,94,"Moderate","Moderate"
2018-05-01,90,"Moderate","Moderate"
2018-05-02,110,"Moderate","Unhealthy for Sensitive Groups"
2018-05-03,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-04,125,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-05,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-06,104,"Moderate","Unhealthy for Sensitive Groups"
2018-05-07,102,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-08,104,"Moderate","Unhealthy for Sensitive Groups"
2018-05-09,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-10,86,"Moderate","Moderate"
2018-05-11,81,"Moderate","Moderate"
2018-05-12,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-13,142,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-14,116,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-15,147,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-16,133,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-17,133,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-18,148,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-19,105,"Moderate","Unhealthy for Sensitive Groups"
2018-05-20,114,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-21,128,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-22,130,"Unhealthy","Unhealthy for Sensitive Groups"
2018-05-23,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-24,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-25,77,"Moderate","Moderate"
2018-05-26,100,"Moderate","Moderate"
2018-05-27,68,"Moderate","Moderate"
2018-05-28,96,"Moderate","Moderate"
2018-05-29,94,"Moderate","Moderate"
2018-05-30,139,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-05-31,115,"Moderate","Unhealthy for Sensitive Groups"
2018-06-01,96,"Moderate","Moderate"
2018-06-02,111,"Moderate","Unhealthy for Sensitive Groups"
2018-06-03,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-04,132,"Unhealthy","Unhealthy for Sensitive Groups"
2018-06-05,108,"Moderate","Unhealthy for Sensitive Groups"
2018-06-06,98,"Moderate","Moderate"
2018-06-07,96,"Moderate","Moderate"
2018-06-08,58,"Good","Moderate"
2018-06-09,110,"Moderate","Unhealthy for Sensitive Groups"
2018-06-10,65,"Moderate","Moderate"
2018-06-11,64,"Moderate","Moderate"
2018-06-12,96,"Moderate","Moderate"
2018-06-13,96,"Moderate","Moderate"
2018-06-14,130,"Unhealthy","Unhealthy for Sensitive Groups"
2018-06-15,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-16,79,"Moderate","Moderate"
2018-06-17,105,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-18,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-19,106,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-20,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-06-21,121,"Moderate","Unhealthy for Sensitive Groups"
2018-06-22,86,"Moderate","Moderate"
2018-06-23,104,"Moderate","Unhealthy for Sensitive Groups"
2018-06-24,96,"Moderate","Moderate"
2018-06-25,96,"Moderate","Moderate"
2018-06-26,93,"Moderate","Moderate"
2018-06-27,60,"Moderate","Moderate"
2018-06-28,67,"Moderate","Moderate"
2018-06-29,98,"Moderate","Moderate"
2018-06-30,94,"Moderate","Moderate"
2018-07-01,87,"Moderate","Moderate"
2018-07-02,80,"Moderate","Moderate"
2018-07-03,76,"Moderate","Moderate"
2018-07-04,82,"Moderate","Moderate"
2018-07-05,112,"Moderate","Unhealthy for Sensitive Groups"
2018-07-06,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-07-07,96,"Moderate","Moderate"
2018-07-08,67,"Moderate","Moderate"
2018-07-09,79,"Moderate","Moderate"
2018-07-10,87,"Moderate","Moderate"
2018-07-11,96,"Moderate","Moderate"
2018-07-12,82,"Moderate","Moderate"
2018-07-13,78,"Moderate","Moderate"
2018-07-14,67,"Moderate","Moderate"
2018-07-15,57,"Moderate","Moderate"
2018-07-16,53,"Moderate","Moderate"
2018-07-17,85,"Moderate","Moderate"
2018-07-18,80,"Moderate","Moderate"
2018-07-19,101,"Moderate","Unhealthy for Sensitive Groups"
2018-07-20,119,"Unhealthy","Unhealthy for Sensitive Groups"
2018-07-21,44,"Good","Good"
2018-07-22,56,"Moderate","Moderate"
2018-07-23,94,"Moderate","Moderate"
2018-07-24,91,"Moderate","Moderate"
2018-07-25,99,"Moderate","Moderate"
2018-07-26,86,"Moderate","Moderate"
2018-07-27,92,"Moderate","Moderate"
2018-07-28,131,"Unhealthy","Unhealthy for Sensitive Groups"
2018-07-29,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-07-30,107,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-07-31,106,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-01,67,"Moderate","Moderate"
2018-08-02,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-03,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-04,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-05,156,"Unhealthy","Unhealthy"
2018-08-06,113,"Moderate","Unhealthy for Sensitive Groups"
2018-08-07,83,"Moderate","Moderate"
2018-08-08,104,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-09,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-10,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-08-11,97,"Moderate","Moderate"
2018-08-12,102,"Moderate","Unhealthy for Sensitive Groups"
2018-08-13,71,"Moderate","Moderate"
2018-08-14,78,"Moderate","Moderate"
2018-08-15,53,"Moderate","Moderate"
2018-08-16,79,"Moderate","Moderate"
2018-08-17,78,"Moderate","Moderate"
2018-11-01,104,"Moderate","Unhealthy for Sensitive Groups"
2018-11-02,175,"Unhealthy","Unhealthy"
2018-11-03,166,"Unhealthy","Unhealthy"
2018-11-04,167,"Unhealthy","Unhealthy"
2018-11-05,155,"Unhealthy","Unhealthy"
2018-11-06,165,"Unhealthy","Unhealthy"
2018-11-07,191,"Unhealthy","Unhealthy"
2018-11-08,177,"Unhealthy","Unhealthy"
2018-11-09,205,"Very Unhealthy","Very Unhealthy"
2018-11-10,290,"Hazardous","Very Unhealthy"
2018-11-11,224,"Unhealthy","Very Unhealthy"
2018-11-12,217,"Unhealthy","Very Unhealthy"
2018-11-13,179,"Unhealthy","Unhealthy"
2018-11-14,229,"Very Unhealthy","Very Unhealthy"
2018-11-15,296,"Hazardous","Very Unhealthy"
2018-11-16,228,"Unhealthy","Very Unhealthy"
2018-11-17,212,"Unhealthy","Very Unhealthy"
2018-11-18,205,"Unhealthy","Very Unhealthy"
2018-11-19,202,"Unhealthy","Very Unhealthy"
2018-11-20,242,"Unhealthy","Very Unhealthy"
2018-11-21,186,"Unhealthy","Unhealthy"
2018-11-22,189,"Unhealthy","Unhealthy"
2018-11-23,213,"Unhealthy","Very Unhealthy"
2018-11-24,189,"Unhealthy","Unhealthy"
2018-11-25,166,"Unhealthy","Unhealthy"
2018-11-26,198,"Unhealthy","Unhealthy"
2018-11-27,178,"Unhealthy","Unhealthy"
2018-11-28,162,"Unhealthy","Unhealthy"
2018-11-29,193,"Unhealthy","Unhealthy"
2018-11-30,176,"Unhealthy","Unhealthy"
2018-12-01,231,"Very Unhealthy","Very Unhealthy"
2018-12-02,176,"Unhealthy","Unhealthy"
2018-12-03,188,"Unhealthy","Unhealthy"
2018-12-04,218,"Very Unhealthy","Very Unhealthy"
2018-12-05,197,"Unhealthy","Unhealthy"
2018-12-06,230,"Unhealthy","Very Unhealthy"
2018-12-07,232,"Very Unhealthy","Very Unhealthy"
2018-12-08,246,"Very Unhealthy","Very Unhealthy"
2018-12-09,210,"Very Unhealthy","Very Unhealthy"
2018-12-10,217,"Very Unhealthy","Very Unhealthy"
2018-12-11,231,"Unhealthy","Very Unhealthy"
2018-12-12,267,"Very Unhealthy","Very Unhealthy"
2018-12-13,253,"Hazardous","Very Unhealthy"
2018-12-14,202,"Unhealthy","Very Unhealthy"
2018-12-15,210,"Very Unhealthy","Very Unhealthy"
2018-12-16,202,"Unhealthy","Very Unhealthy"
2018-12-17,209,"Very Unhealthy","Very Unhealthy"
2018-12-18,126,"Unhealthy","Unhealthy for Sensitive Groups"
2018-12-19,136,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2018-12-20,188,"Unhealthy","Unhealthy"
2018-12-21,192,"Very Unhealthy","Unhealthy"
2018-12-22,219,"Very Unhealthy","Very Unhealthy"
2018-12-23,239,"Very Unhealthy","Very Unhealthy"
2018-12-24,227,"Very Unhealthy","Very Unhealthy"
2018-12-25,241,"Very Unhealthy","Very Unhealthy"
2018-12-26,253,"Very Unhealthy","Very Unhealthy"
2018-12-27,234,"Very Unhealthy","Very Unhealthy"
2018-12-28,213,"Very Unhealthy","Very Unhealthy"
2018-12-29,200,"Unhealthy","Unhealthy"
2018-12-30,196,"Unhealthy","Unhealthy"
2018-12-31,193,"Unhealthy","Unhealthy"
2019-01-01,194,"Very Unhealthy","Unhealthy"
2019-01-02,208,"Very Unhealthy","Very Unhealthy"
2019-01-03,216,"Very Unhealthy","Very Unhealthy"
2019-01-04,303,"Hazardous","Hazardous"
2019-01-05,248,"Hazardous","Very Unhealthy"
2019-01-06,221,"Very Unhealthy","Very Unhealthy"
2019-01-07,245,"Unhealthy","Very Unhealthy"
